SellerExternalId,SellerName,SellerEmail,CategoryPath,ProductAsin,ProductTitle,ProductType,Price,Currency,StockQuantity,CustomerExternalId,CustomerFullName,CustomerEmail,OrderExternalId,OrderedAtUtc,OrderStatus,Quantity,ShipmentExternalId,ShipmentStatus,TrackingNumber,DestinationCountry,DestinationCity,DestinationStreet
SEL-008,Seller SEL-008,sel-008@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-068,Patterns for Scalable Systems,Physical,78.49,USD,117,CUS-048,Customer CUS-048,cus-048@mail.local,ORD-0274,2026-01-08T15:07:00.000Z,Packed,2,SHP-0274,InTransit,TRK100547,Ukraine,Odesa,Centralna 7
SEL-009,Seller SEL-009,sel-009@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-069,Barista Smart Brewer,Digital,109.49,USD,118,CUS-049,Customer CUS-049,cus-049@mail.local,ORD-0275,2026-01-09T16:08:00.000Z,Shipped,3,SHP-0275,Delivered,TRK100548,Ukraine,Dnipro,Independence 18
SEL-010,Seller SEL-010,sel-010@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-070,Kingdoms of Logic,Physical,140.49,USD,119,CUS-050,Customer CUS-050,cus-050@mail.local,ORD-0275,2026-01-10T17:09:00.000Z,Delivered,1,SHP-0275,Preparing,TRK100549,Ukraine,Kharkiv,Naukova 12
SEL-011,Seller SEL-011,sel-011@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-071,Nova Laptop 14,Physical,21.49,USD,120,CUS-051,Customer CUS-051,cus-051@mail.local,ORD-0276,2026-01-11T18:10:00.000Z,Created,2,SHP-0276,InTransit,TRK100550,Ukraine,Kyiv,Shevchenka 10
SEL-012,Seller SEL-012,sel-012@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-072,EchoSound Pro Headphones,Digital,52.49,USD,121,CUS-052,Customer CUS-052,cus-052@mail.local,ORD-0276,2026-01-12T19:11:00.000Z,Paid,3,SHP-0276,Delivered,TRK100551,Ukraine,Lviv,Soborna 25
SEL-013,Seller SEL-013,sel-013@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-073,Patterns for Scalable Systems,Physical,83.49,USD,122,CUS-053,Customer CUS-053,cus-053@mail.local,ORD-0277,2026-01-13T08:12:00.000Z,Packed,1,SHP-0277,Preparing,TRK100552,Ukraine,Odesa,Centralna 7
SEL-014,Seller SEL-014,sel-014@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-074,Barista Smart Brewer,Digital,114.49,USD,123,CUS-054,Customer CUS-054,cus-054@mail.local,ORD-0277,2026-01-14T09:13:00.000Z,Shipped,2,SHP-0277,InTransit,TRK100553,Ukraine,Dnipro,Independence 18
SEL-015,Seller SEL-015,sel-015@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-075,Kingdoms of Logic,Physical,145.49,USD,124,CUS-055,Customer CUS-055,cus-055@mail.local,ORD-0278,2026-01-15T10:14:00.000Z,Delivered,3,SHP-0278,Delivered,TRK100554,Ukraine,Kharkiv,Naukova 12
SEL-016,Seller SEL-016,sel-016@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-076,Nova Laptop 14,Physical,26.49,USD,125,CUS-056,Customer CUS-056,cus-056@mail.local,ORD-0278,2026-01-16T11:15:00.000Z,Created,1,SHP-0278,Preparing,TRK100555,Ukraine,Kyiv,Shevchenka 10
SEL-017,Seller SEL-017,sel-017@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-077,EchoSound Pro Headphones,Digital,57.49,USD,126,CUS-057,Customer CUS-057,cus-057@mail.local,ORD-0279,2026-01-17T12:16:00.000Z,Paid,2,SHP-0279,InTransit,TRK100556,Ukraine,Lviv,Soborna 25
SEL-018,Seller SEL-018,sel-018@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-078,Patterns for Scalable Systems,Physical,88.49,USD,127,CUS-058,Customer CUS-058,cus-058@mail.local,ORD-0279,2026-01-18T13:17:00.000Z,Packed,3,SHP-0279,Delivered,TRK100557,Ukraine,Odesa,Centralna 7
SEL-019,Seller SEL-019,sel-019@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-079,Barista Smart Brewer,Digital,119.49,USD,128,CUS-059,Customer CUS-059,cus-059@mail.local,ORD-0280,2026-01-19T14:18:00.000Z,Shipped,1,SHP-0280,Preparing,TRK100558,Ukraine,Dnipro,Independence 18
SEL-020,Seller SEL-020,sel-020@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-080,Kingdoms of Logic,Physical,150.49,USD,129,CUS-060,Customer CUS-060,cus-060@mail.local,ORD-0280,2026-01-20T15:19:00.000Z,Delivered,2,SHP-0280,InTransit,TRK100559,Ukraine,Kharkiv,Naukova 12
SEL-021,Seller SEL-021,sel-021@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-001,Nova Laptop 14,Physical,31.49,USD,130,CUS-061,Customer CUS-061,cus-061@mail.local,ORD-0281,2026-01-21T16:20:00.000Z,Created,3,SHP-0281,Delivered,TRK100560,Ukraine,Kyiv,Shevchenka 10
SEL-022,Seller SEL-022,sel-022@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-002,EchoSound Pro Headphones,Digital,45.49,USD,131,CUS-062,Customer CUS-062,cus-062@mail.local,ORD-0281,2026-01-22T17:21:00.000Z,Paid,1,SHP-0281,Preparing,TRK100561,Ukraine,Lviv,Soborna 25
SEL-023,Seller SEL-023,sel-023@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-003,Patterns for Scalable Systems,Physical,76.49,USD,132,CUS-063,Customer CUS-063,cus-063@mail.local,ORD-0282,2026-01-23T18:22:00.000Z,Packed,2,SHP-0282,InTransit,TRK100562,Ukraine,Odesa,Centralna 7
SEL-024,Seller SEL-024,sel-024@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-004,Barista Smart Brewer,Digital,107.49,USD,133,CUS-064,Customer CUS-064,cus-064@mail.local,ORD-0282,2026-01-24T19:23:00.000Z,Shipped,3,SHP-0282,Delivered,TRK100563,Ukraine,Dnipro,Independence 18
SEL-025,Seller SEL-025,sel-025@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-005,Kingdoms of Logic,Physical,138.49,USD,134,CUS-065,Customer CUS-065,cus-065@mail.local,ORD-0283,2026-01-25T08:24:00.000Z,Delivered,1,SHP-0283,Preparing,TRK100564,Ukraine,Kharkiv,Naukova 12
SEL-026,Seller SEL-026,sel-026@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-006,Nova Laptop 14,Physical,19.49,USD,135,CUS-066,Customer CUS-066,cus-066@mail.local,ORD-0283,2026-01-26T09:25:00.000Z,Created,2,SHP-0283,InTransit,TRK100565,Ukraine,Kyiv,Shevchenka 10
SEL-027,Seller SEL-027,sel-027@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-007,EchoSound Pro Headphones,Digital,50.49,USD,136,CUS-067,Customer CUS-067,cus-067@mail.local,ORD-0284,2026-01-27T10:26:00.000Z,Paid,3,SHP-0284,Delivered,TRK100566,Ukraine,Lviv,Soborna 25
SEL-028,Seller SEL-028,sel-028@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-008,Patterns for Scalable Systems,Physical,81.49,USD,137,CUS-068,Customer CUS-068,cus-068@mail.local,ORD-0284,2026-01-28T11:27:00.000Z,Packed,1,SHP-0284,Preparing,TRK100567,Ukraine,Odesa,Centralna 7
SEL-029,Seller SEL-029,sel-029@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-009,Barista Smart Brewer,Digital,112.49,USD,138,CUS-069,Customer CUS-069,cus-069@mail.local,ORD-0285,2026-01-29T12:28:00.000Z,Shipped,2,SHP-0285,InTransit,TRK100568,Ukraine,Dnipro,Independence 18
SEL-030,Seller SEL-030,sel-030@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-010,Kingdoms of Logic,Physical,143.49,USD,139,CUS-070,Customer CUS-070,cus-070@mail.local,ORD-0285,2026-01-30T13:29:00.000Z,Delivered,3,SHP-0285,Delivered,TRK100569,Ukraine,Kharkiv,Naukova 12
SEL-031,Seller SEL-031,sel-031@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-011,Nova Laptop 14,Physical,24.49,USD,140,CUS-071,Customer CUS-071,cus-071@mail.local,ORD-0286,2026-01-31T14:30:00.000Z,Created,1,SHP-0286,Preparing,TRK100570,Ukraine,Kyiv,Shevchenka 10
SEL-032,Seller SEL-032,sel-032@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-012,EchoSound Pro Headphones,Digital,55.49,USD,141,CUS-072,Customer CUS-072,cus-072@mail.local,ORD-0286,2026-02-01T15:31:00.000Z,Paid,2,SHP-0286,InTransit,TRK100571,Ukraine,Lviv,Soborna 25
SEL-033,Seller SEL-033,sel-033@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-013,Patterns for Scalable Systems,Physical,86.49,USD,142,CUS-073,Customer CUS-073,cus-073@mail.local,ORD-0287,2026-02-02T16:32:00.000Z,Packed,3,SHP-0287,Delivered,TRK100572,Ukraine,Odesa,Centralna 7
SEL-034,Seller SEL-034,sel-034@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-014,Barista Smart Brewer,Digital,117.49,USD,143,CUS-074,Customer CUS-074,cus-074@mail.local,ORD-0287,2026-02-03T17:33:00.000Z,Shipped,1,SHP-0287,Preparing,TRK100573,Ukraine,Dnipro,Independence 18
SEL-035,Seller SEL-035,sel-035@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-015,Kingdoms of Logic,Physical,148.49,USD,144,CUS-075,Customer CUS-075,cus-075@mail.local,ORD-0288,2026-02-04T18:34:00.000Z,Delivered,2,SHP-0288,InTransit,TRK100574,Ukraine,Kharkiv,Naukova 12
SEL-036,Seller SEL-036,sel-036@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-016,Nova Laptop 14,Physical,29.49,USD,145,CUS-076,Customer CUS-076,cus-076@mail.local,ORD-0288,2026-02-05T19:35:00.000Z,Created,3,SHP-0288,Delivered,TRK100575,Ukraine,Kyiv,Shevchenka 10
SEL-037,Seller SEL-037,sel-037@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-017,EchoSound Pro Headphones,Digital,60.49,USD,146,CUS-077,Customer CUS-077,cus-077@mail.local,ORD-0289,2026-02-06T08:36:00.000Z,Paid,1,SHP-0289,Preparing,TRK100576,Ukraine,Lviv,Soborna 25
SEL-038,Seller SEL-038,sel-038@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-018,Patterns for Scalable Systems,Physical,91.49,USD,147,CUS-078,Customer CUS-078,cus-078@mail.local,ORD-0289,2026-02-07T09:37:00.000Z,Packed,2,SHP-0289,InTransit,TRK100577,Ukraine,Odesa,Centralna 7
SEL-039,Seller SEL-039,sel-039@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-019,Barista Smart Brewer,Digital,105.49,USD,148,CUS-079,Customer CUS-079,cus-079@mail.local,ORD-0290,2026-02-08T10:38:00.000Z,Shipped,3,SHP-0290,Delivered,TRK100578,Ukraine,Dnipro,Independence 18
SEL-040,Seller SEL-040,sel-040@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-020,Kingdoms of Logic,Physical,136.49,USD,149,CUS-080,Customer CUS-080,cus-080@mail.local,ORD-0290,2026-02-09T11:39:00.000Z,Delivered,1,SHP-0290,Preparing,TRK100579,Ukraine,Kharkiv,Naukova 12
SEL-041,Seller SEL-041,sel-041@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-021,Nova Laptop 14,Physical,17.49,USD,150,CUS-081,Customer CUS-081,cus-081@mail.local,ORD-0291,2026-02-10T12:40:00.000Z,Created,2,SHP-0291,InTransit,TRK100580,Ukraine,Kyiv,Shevchenka 10
SEL-042,Seller SEL-042,sel-042@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-022,EchoSound Pro Headphones,Digital,48.49,USD,151,CUS-082,Customer CUS-082,cus-082@mail.local,ORD-0291,2026-02-11T13:41:00.000Z,Paid,3,SHP-0291,Delivered,TRK100581,Ukraine,Lviv,Soborna 25
SEL-043,Seller SEL-043,sel-043@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-023,Patterns for Scalable Systems,Physical,79.49,USD,152,CUS-083,Customer CUS-083,cus-083@mail.local,ORD-0292,2026-02-12T14:42:00.000Z,Packed,1,SHP-0292,Preparing,TRK100582,Ukraine,Odesa,Centralna 7
SEL-044,Seller SEL-044,sel-044@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-024,Barista Smart Brewer,Digital,110.49,USD,153,CUS-084,Customer CUS-084,cus-084@mail.local,ORD-0292,2026-02-13T15:43:00.000Z,Shipped,2,SHP-0292,InTransit,TRK100583,Ukraine,Dnipro,Independence 18
SEL-045,Seller SEL-045,sel-045@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-025,Kingdoms of Logic,Physical,141.49,USD,154,CUS-085,Customer CUS-085,cus-085@mail.local,ORD-0293,2026-02-14T16:44:00.000Z,Delivered,3,SHP-0293,Delivered,TRK100584,Ukraine,Kharkiv,Naukova 12
SEL-046,Seller SEL-046,sel-046@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-026,Nova Laptop 14,Physical,22.49,USD,155,CUS-086,Customer CUS-086,cus-086@mail.local,ORD-0293,2026-02-15T17:45:00.000Z,Created,1,SHP-0293,Preparing,TRK100585,Ukraine,Kyiv,Shevchenka 10
SEL-047,Seller SEL-047,sel-047@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-027,EchoSound Pro Headphones,Digital,53.49,USD,156,CUS-087,Customer CUS-087,cus-087@mail.local,ORD-0294,2026-02-16T18:46:00.000Z,Paid,2,SHP-0294,InTransit,TRK100586,Ukraine,Lviv,Soborna 25
SEL-048,Seller SEL-048,sel-048@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-028,Patterns for Scalable Systems,Physical,84.49,USD,157,CUS-088,Customer CUS-088,cus-088@mail.local,ORD-0294,2026-02-17T19:47:00.000Z,Packed,3,SHP-0294,Delivered,TRK100587,Ukraine,Odesa,Centralna 7
SEL-049,Seller SEL-049,sel-049@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-029,Barista Smart Brewer,Digital,115.49,USD,158,CUS-089,Customer CUS-089,cus-089@mail.local,ORD-0295,2026-02-18T08:48:00.000Z,Shipped,1,SHP-0295,Preparing,TRK100588,Ukraine,Dnipro,Independence 18
SEL-050,Seller SEL-050,sel-050@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-030,Kingdoms of Logic,Physical,146.49,USD,159,CUS-090,Customer CUS-090,cus-090@mail.local,ORD-0295,2026-02-19T09:49:00.000Z,Delivered,2,SHP-0295,InTransit,TRK100589,Ukraine,Kharkiv,Naukova 12
SEL-051,Seller SEL-051,sel-051@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-031,Nova Laptop 14,Physical,27.49,USD,160,CUS-091,Customer CUS-091,cus-091@mail.local,ORD-0296,2026-02-20T10:50:00.000Z,Created,3,SHP-0296,Delivered,TRK100590,Ukraine,Kyiv,Shevchenka 10
SEL-052,Seller SEL-052,sel-052@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-032,EchoSound Pro Headphones,Digital,58.49,USD,161,CUS-092,Customer CUS-092,cus-092@mail.local,ORD-0296,2026-02-21T11:51:00.000Z,Paid,1,SHP-0296,Preparing,TRK100591,Ukraine,Lviv,Soborna 25
SEL-053,Seller SEL-053,sel-053@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-033,Patterns for Scalable Systems,Physical,89.49,USD,162,CUS-093,Customer CUS-093,cus-093@mail.local,ORD-0297,2026-02-22T12:52:00.000Z,Packed,2,SHP-0297,InTransit,TRK100592,Ukraine,Odesa,Centralna 7
SEL-054,Seller SEL-054,sel-054@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-034,Barista Smart Brewer,Digital,120.49,USD,163,CUS-094,Customer CUS-094,cus-094@mail.local,ORD-0297,2026-02-23T13:53:00.000Z,Shipped,3,SHP-0297,Delivered,TRK100593,Ukraine,Dnipro,Independence 18
SEL-055,Seller SEL-055,sel-055@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-035,Kingdoms of Logic,Physical,151.49,USD,164,CUS-095,Customer CUS-095,cus-095@mail.local,ORD-0298,2026-02-24T14:54:00.000Z,Delivered,1,SHP-0298,Preparing,TRK100594,Ukraine,Kharkiv,Naukova 12
SEL-056,Seller SEL-056,sel-056@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-036,Nova Laptop 14,Physical,15.49,USD,165,CUS-096,Customer CUS-096,cus-096@mail.local,ORD-0298,2026-02-25T15:55:00.000Z,Created,2,SHP-0298,InTransit,TRK100595,Ukraine,Kyiv,Shevchenka 10
SEL-057,Seller SEL-057,sel-057@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-037,EchoSound Pro Headphones,Digital,46.49,USD,166,CUS-097,Customer CUS-097,cus-097@mail.local,ORD-0299,2026-02-26T16:56:00.000Z,Paid,3,SHP-0299,Delivered,TRK100596,Ukraine,Lviv,Soborna 25
SEL-058,Seller SEL-058,sel-058@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-038,Patterns for Scalable Systems,Physical,77.49,USD,167,CUS-098,Customer CUS-098,cus-098@mail.local,ORD-0299,2026-02-27T17:57:00.000Z,Packed,1,SHP-0299,Preparing,TRK100597,Ukraine,Odesa,Centralna 7
SEL-059,Seller SEL-059,sel-059@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-039,Barista Smart Brewer,Digital,108.49,USD,168,CUS-099,Customer CUS-099,cus-099@mail.local,ORD-0300,2026-02-28T18:58:00.000Z,Shipped,2,SHP-0300,InTransit,TRK100598,Ukraine,Dnipro,Independence 18
SEL-060,Seller SEL-060,sel-060@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-040,Kingdoms of Logic,Physical,139.49,USD,169,CUS-100,Customer CUS-100,cus-100@mail.local,ORD-0300,2026-03-01T19:59:00.000Z,Delivered,3,SHP-0300,Delivered,TRK100599,Ukraine,Kharkiv,Naukova 12
SEL-001,Seller SEL-001,sel-001@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-041,Nova Laptop 14,Physical,20.49,USD,20,CUS-101,Customer CUS-101,cus-101@mail.local,ORD-0301,2026-03-02T08:00:00.000Z,Created,1,SHP-0301,Preparing,TRK100600,Ukraine,Kyiv,Shevchenka 10
SEL-002,Seller SEL-002,sel-002@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-042,EchoSound Pro Headphones,Digital,51.49,USD,21,CUS-102,Customer CUS-102,cus-102@mail.local,ORD-0301,2026-03-03T09:01:00.000Z,Paid,2,SHP-0301,InTransit,TRK100601,Ukraine,Lviv,Soborna 25
SEL-003,Seller SEL-003,sel-003@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-043,Patterns for Scalable Systems,Physical,82.49,USD,22,CUS-103,Customer CUS-103,cus-103@mail.local,ORD-0302,2026-03-04T10:02:00.000Z,Packed,3,SHP-0302,Delivered,TRK100602,Ukraine,Odesa,Centralna 7
SEL-004,Seller SEL-004,sel-004@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-044,Barista Smart Brewer,Digital,113.49,USD,23,CUS-104,Customer CUS-104,cus-104@mail.local,ORD-0302,2026-03-05T11:03:00.000Z,Shipped,1,SHP-0302,Preparing,TRK100603,Ukraine,Dnipro,Independence 18
SEL-005,Seller SEL-005,sel-005@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-045,Kingdoms of Logic,Physical,144.49,USD,24,CUS-105,Customer CUS-105,cus-105@mail.local,ORD-0303,2026-03-06T12:04:00.000Z,Delivered,2,SHP-0303,InTransit,TRK100604,Ukraine,Kharkiv,Naukova 12
SEL-006,Seller SEL-006,sel-006@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-046,Nova Laptop 14,Physical,25.49,USD,25,CUS-106,Customer CUS-106,cus-106@mail.local,ORD-0303,2026-03-07T13:05:00.000Z,Created,3,SHP-0303,Delivered,TRK100605,Ukraine,Kyiv,Shevchenka 10
SEL-007,Seller SEL-007,sel-007@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-047,EchoSound Pro Headphones,Digital,56.49,USD,26,CUS-107,Customer CUS-107,cus-107@mail.local,ORD-0304,2026-03-08T14:06:00.000Z,Paid,1,SHP-0304,Preparing,TRK100606,Ukraine,Lviv,Soborna 25
SEL-008,Seller SEL-008,sel-008@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-048,Patterns for Scalable Systems,Physical,87.49,USD,27,CUS-108,Customer CUS-108,cus-108@mail.local,ORD-0304,2026-03-09T15:07:00.000Z,Packed,2,SHP-0304,InTransit,TRK100607,Ukraine,Odesa,Centralna 7
SEL-009,Seller SEL-009,sel-009@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-049,Barista Smart Brewer,Digital,118.49,USD,28,CUS-109,Customer CUS-109,cus-109@mail.local,ORD-0305,2026-03-10T16:08:00.000Z,Shipped,3,SHP-0305,Delivered,TRK100608,Ukraine,Dnipro,Independence 18
SEL-010,Seller SEL-010,sel-010@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-050,Kingdoms of Logic,Physical,149.49,USD,29,CUS-110,Customer CUS-110,cus-110@mail.local,ORD-0305,2026-03-11T17:09:00.000Z,Delivered,1,SHP-0305,Preparing,TRK100609,Ukraine,Kharkiv,Naukova 12
SEL-011,Seller SEL-011,sel-011@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-051,Nova Laptop 14,Physical,30.49,USD,30,CUS-111,Customer CUS-111,cus-111@mail.local,ORD-0306,2026-03-12T18:10:00.000Z,Created,2,SHP-0306,InTransit,TRK100610,Ukraine,Kyiv,Shevchenka 10
SEL-012,Seller SEL-012,sel-012@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-052,EchoSound Pro Headphones,Digital,61.49,USD,31,CUS-112,Customer CUS-112,cus-112@mail.local,ORD-0306,2026-03-13T19:11:00.000Z,Paid,3,SHP-0306,Delivered,TRK100611,Ukraine,Lviv,Soborna 25
SEL-013,Seller SEL-013,sel-013@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-053,Patterns for Scalable Systems,Physical,75.49,USD,32,CUS-113,Customer CUS-113,cus-113@mail.local,ORD-0307,2026-03-14T08:12:00.000Z,Packed,1,SHP-0307,Preparing,TRK100612,Ukraine,Odesa,Centralna 7
SEL-014,Seller SEL-014,sel-014@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-054,Barista Smart Brewer,Digital,106.49,USD,33,CUS-114,Customer CUS-114,cus-114@mail.local,ORD-0307,2026-03-15T09:13:00.000Z,Shipped,2,SHP-0307,InTransit,TRK100613,Ukraine,Dnipro,Independence 18
SEL-015,Seller SEL-015,sel-015@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-055,Kingdoms of Logic,Physical,137.49,USD,34,CUS-115,Customer CUS-115,cus-115@mail.local,ORD-0308,2026-03-16T10:14:00.000Z,Delivered,3,SHP-0308,Delivered,TRK100614,Ukraine,Kharkiv,Naukova 12
SEL-016,Seller SEL-016,sel-016@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-056,Nova Laptop 14,Physical,18.49,USD,35,CUS-116,Customer CUS-116,cus-116@mail.local,ORD-0308,2026-03-17T11:15:00.000Z,Created,1,SHP-0308,Preparing,TRK100615,Ukraine,Kyiv,Shevchenka 10
SEL-017,Seller SEL-017,sel-017@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-057,EchoSound Pro Headphones,Digital,49.49,USD,36,CUS-117,Customer CUS-117,cus-117@mail.local,ORD-0309,2026-03-18T12:16:00.000Z,Paid,2,SHP-0309,InTransit,TRK100616,Ukraine,Lviv,Soborna 25
SEL-018,Seller SEL-018,sel-018@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-058,Patterns for Scalable Systems,Physical,80.49,USD,37,CUS-118,Customer CUS-118,cus-118@mail.local,ORD-0309,2026-03-19T13:17:00.000Z,Packed,3,SHP-0309,Delivered,TRK100617,Ukraine,Odesa,Centralna 7
SEL-019,Seller SEL-019,sel-019@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-059,Barista Smart Brewer,Digital,111.49,USD,38,CUS-119,Customer CUS-119,cus-119@mail.local,ORD-0310,2026-03-20T14:18:00.000Z,Shipped,1,SHP-0310,Preparing,TRK100618,Ukraine,Dnipro,Independence 18
SEL-020,Seller SEL-020,sel-020@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-060,Kingdoms of Logic,Physical,142.49,USD,39,CUS-120,Customer CUS-120,cus-120@mail.local,ORD-0310,2026-03-21T15:19:00.000Z,Delivered,2,SHP-0310,InTransit,TRK100619,Ukraine,Kharkiv,Naukova 12
SEL-021,Seller SEL-021,sel-021@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-061,Nova Laptop 14,Physical,23.49,USD,40,CUS-121,Customer CUS-121,cus-121@mail.local,ORD-0311,2026-03-22T16:20:00.000Z,Created,3,SHP-0311,Delivered,TRK100620,Ukraine,Kyiv,Shevchenka 10
SEL-022,Seller SEL-022,sel-022@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-062,EchoSound Pro Headphones,Digital,54.49,USD,41,CUS-122,Customer CUS-122,cus-122@mail.local,ORD-0311,2026-03-23T17:21:00.000Z,Paid,1,SHP-0311,Preparing,TRK100621,Ukraine,Lviv,Soborna 25
SEL-023,Seller SEL-023,sel-023@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-063,Patterns for Scalable Systems,Physical,85.49,USD,42,CUS-123,Customer CUS-123,cus-123@mail.local,ORD-0312,2026-03-24T18:22:00.000Z,Packed,2,SHP-0312,InTransit,TRK100622,Ukraine,Odesa,Centralna 7
SEL-024,Seller SEL-024,sel-024@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-064,Barista Smart Brewer,Digital,116.49,USD,43,CUS-124,Customer CUS-124,cus-124@mail.local,ORD-0312,2026-03-25T19:23:00.000Z,Shipped,3,SHP-0312,Delivered,TRK100623,Ukraine,Dnipro,Independence 18
SEL-025,Seller SEL-025,sel-025@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-065,Kingdoms of Logic,Physical,147.49,USD,44,CUS-125,Customer CUS-125,cus-125@mail.local,ORD-0313,2026-03-26T08:24:00.000Z,Delivered,1,SHP-0313,Preparing,TRK100624,Ukraine,Kharkiv,Naukova 12
SEL-026,Seller SEL-026,sel-026@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-066,Nova Laptop 14,Physical,28.49,USD,45,CUS-126,Customer CUS-126,cus-126@mail.local,ORD-0313,2026-03-27T09:25:00.000Z,Created,2,SHP-0313,InTransit,TRK100625,Ukraine,Kyiv,Shevchenka 10
SEL-027,Seller SEL-027,sel-027@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-067,EchoSound Pro Headphones,Digital,59.49,USD,46,CUS-127,Customer CUS-127,cus-127@mail.local,ORD-0314,2026-03-28T10:26:00.000Z,Paid,3,SHP-0314,Delivered,TRK100626,Ukraine,Lviv,Soborna 25
